space,layer,held_out,detector,indist_auc,ood_auc,auc_drop
pns,30,aegis-2.0,lda,0.6967789855072463,0.6330519480519481,0.06372703745529817
pns,30,aegis-2.0,qda,0.8453850931677019,0.7295454545454545,0.11583963862224744
pns,30,aegis-2.0,power_single,0.6617329192546584,0.21571428571428572,0.44601863354037263
pns,30,aegis-2.0,power_multi,0.8275584886128365,0.7573376623376624,0.07022082627517412
pns,30,toxic-chat,linear_probe,0.6774624918460536,0.5740950226244343,0.10336746922161921
pns,30,toxic-chat,plain_voronoi,0.6010933083278973,0.35257756948933416,0.24851573883856315
pns,30,toxic-chat,lda,0.6778989827951729,0.5819327731092436,0.09596620968592928
pns,30,toxic-chat,qda,0.7956235390845835,0.681399482870071,0.11422405621451248
pns,30,toxic-chat,power_single,0.6010933083278973,0.35257756948933416,0.24851573883856315
pns,30,toxic-chat,power_multi,0.7558203040063057,0.7025694893341952,0.05325081467211057
pns,30,wildjailbreak,linear_probe,0.7497100954640954,0.5137558072009292,0.23595428826316622
pns,30,wildjailbreak,plain_voronoi,0.611147600253978,0.2903237514518002,0.32082384880217774
pns,30,wildjailbreak,lda,0.7512850882470082,0.518074912891986,0.2332101753550222
pns,30,wildjailbreak,qda,0.8228606846047519,0.6711309523809524,0.15172973222379948
pns,30,wildjailbreak,power_single,0.611147600253978,0.2903237514518002,0.32082384880217774
pns,30,wildjailbreak,power_multi,0.8107073877162199,0.6567944250871081,0.1539129626291118
pns,32,aegis-2.0,linear_probe,0.7284958592132504,0.6261038961038962,0.10239196310935428
pns,32,aegis-2.0,plain_voronoi,0.6743281573498965,0.24467532467532468,0.42965283267457177
pns,32,aegis-2.0,lda,0.730557453416149,0.6259090909090909,0.10464836250705811
pns,32,aegis-2.0,qda,0.8342210144927537,0.7555194805194805,0.07870153397327317
pns,32,aegis-2.0,power_single,0.6743281573498965,0.24467532467532468,0.42965283267457177
pns,32,aegis-2.0,power_multi,0.7960207039337475,0.7823376623376623,0.013683041596085133
pns,32,toxic-chat,linear_probe,0.69577829419439,0.6188994828700711,0.07687881132431884
pns,32,toxic-chat,plain_voronoi,0.6322040966786258,0.40695701357466063,0.22524708310396513
pns,32,toxic-chat,lda,0.696472993449663,0.6277876535229476,0.06868533992671533
pns,32,toxic-chat,qda,0.7886466487279844,0.717032967032967,0.07161368169501736
pns,32,toxic-chat,power_single,0.6322040966786258,0.40695701357466063,0.22524708310396513
pns,32,toxic-chat,power_multi,0.748795764024788,0.6581286360698125,0.09066712795497545
pns,32,wildjailbreak,linear_probe,0.7704470603324666,0.5776350174216027,0.19281204291086385
pns,32,wildjailbreak,plain_voronoi,0.6340260942871245,0.31885162601626016,0.31517446827086437
pns,32,wildjailbreak,lda,0.770534052540395,0.5749854819976771,0.1955485705427179
pns,32,wildjailbreak,qda,0.8210012571828382,0.6567581300813008,0.16424312710153743
pns,32,wildjailbreak,power_single,0.6340260942871245,0.31885162601626016,0.31517446827086437
pns,32,wildjailbreak,power_multi,0.7900017630738477,0.6214430894308943,0.1685586736429534
pns,34,aegis-2.0,linear_probe,0.7466547619047619,0.6642857142857143,0.08236904761904762
pns,34,aegis-2.0,plain_voronoi,0.6765419254658385,0.2622077922077922,0.41433413325804624
pns,34,aegis-2.0,lda,0.747888198757764,0.6677272727272727,0.0801609260304913
pns,34,aegis-2.0,qda,0.8367251552795031,0.7920779220779223,0.044647233201580816
pns,34,aegis-2.0,power_single,0.6765419254658385,0.2622077922077922,0.41433413325804624
pns,34,aegis-2.0,power_multi,0.7571309523809524,0.7765584415584414,-0.019427489177489043
pns,34,toxic-chat,linear_probe,0.7228937336921069,0.6677440206851972,0.05514971300690963
pns,34,toxic-chat,plain_voronoi,0.6410245433789955,0.44186328377504847,0.19916125960394704
pns,34,toxic-chat,lda,0.7254824418351816,0.6768341952165482,0.04864824661863343
pns,34,toxic-chat,qda,0.7980281039356382,0.7635746606334841,0.03445344330215405
pns,34,toxic-chat,power_single,0.6410245433789955,0.44186328377504847,0.19916125960394704
pns,34,toxic-chat,power_multi,0.7086233929930419,0.7001050420168067,0.008518350976235212
pns,34,wildjailbreak,linear_probe,0.7847199273804177,0.6317508710801394,0.15296905630027835
pns,34,wildjailbreak,plain_voronoi,0.6444901162636019,0.34469367015098723,0.29979644611261463
pns,34,wildjailbreak,lda,0.7831064864836962,0.627359175377468,0.1557473111062282
pns,34,wildjailbreak,qda,0.8394559547223576,0.6983885017421603,0.1410674529801973
pns,34,wildjailbreak,power_single,0.6444901162636019,0.34469367015098723,0.29979644611261463
pns,34,wildjailbreak,power_multi,0.7922885969228008,0.6741434378629501,0.11814515905985079
pns,36,aegis-2.0,linear_probe,0.7753348861283644,0.6751298701298702,0.10020501599849418
pns,36,aegis-2.0,plain_voronoi,0.7460719461697722,0.6564935064935066,0.08957843967626566
pns,36,aegis-2.0,lda,0.7749710144927536,0.6837662337662337,0.09120478072651994
pns,36,aegis-2.0,qda,0.838302795031056,0.7922727272727272,0.04603006775832874
pns,36,aegis-2.0,power_single,0.7460719461697722,0.6564935064935066,0.08957843967626566
